"","City","OtherName","Country","Latitude","Longitude","Certainty","year","pop"
"960","Kairouan","Qairwan, Qairawan, Zirids, Kairwan","Tunisia"," 35.674444","10.101667",2,900,100000
"961","Kairouan","Qairwan, Qairawan, Zirids, Kairwan","Tunisia"," 35.674444","10.101667",1,900,100000
"962","Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,900,80000
"963","Kanauji, Kanauj","Kannauj","India","27.05519","79.91808",3,900,100000
"964","Kush","Kus","Egypt","18.53","31.84",3,900,40000
"965","Kyoto","","Japan","35.02107","135.75385",1,900,200000
"966","Luoyang","Honan","China","34.669722","112.442222",1,900,200000
"967","Madurai","","India","9.91735","78.11962",1,900,50000
"968","Mansura","Brahmanabad  ","Pakistan","25.590258","68.776944",3,900,65000
"969","Manyakheta","Malkhed","India","17.19313","77.157379",3,900,100000
"970","Manyakheta","Malkhed","India","17.19313","77.157379",3,900,100000
"971","Merida","Tiho","Mexico","20.979719","-89.615789",1,900,40000
"972","Merida","Emerita","Spain","38.91611","-6.34366",1,900,40000
"973","Merv","","Turkmenistan","37.6628","62.1925",1,900,120000
"974","Metz","","France","49.11911","6.17269",1,900,14000
"975","Mopsuetia","Mopsuestia","Turkey","36.957778","35.623889",1,900,100000
"976","Nanning","","China","22.81667","108.31667",1,900,40000
"977","Nishapur","","Iran","36.213333","58.795833",1,900,100000
"978","Nishapur","","Iran","36.213333","58.795833",1,900,130000
"979","Patan","Anhilvada","India","23.8507","72.12963",1,900,80000
"980","Patan","Anhilwara","India","23.83","72.12",2,900,100000
"981","Preslav","","Bulgaria","43.164542","26.817967",1,900,40000
"982","Rayy","Rey, Ray","Iran","35.5833","51.4333",2,900,100000
"983","Rayy","Rey, Ray","Iran","35.5833","51.4333",2,900,100000
"984","Reggio di Calabria","","Italy","38.1113","15.647292",2,900,17000
"985","Rome","","Italy","41.89474","12.4839",1,900,40000
"986","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,900,80000
"987","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,900,100000
"988","Samarra"," Samarra' ","Iraq","34.198333","43.874167",1,900,100000
"989","Seville","","Spain","37.388097","-5.982331",1,900,40000
"990","Siraf","","Iran","27.666667","52.3425",1,900,40000
"991","Suzhou","Soochow","China","31.3","120.6",1,900,81000
"992","Suzhou","Soochow","China","31.3","120.6",1,900,100000
"993","Tarsus","","Turkey","36.91876","34.8784",1,900,48000
"994","Thanjavur","Tanjore","India","10.786999","79.137827",2,900,100000
"995","Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,900,50000
"996","Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,900,100000
"997","Tollan","Tula","Mexico","20.06369902","-99.3409691",1,900,50000
"998","Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,900,500000
"999","Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,900,100000
"1000","Yangzhou","Yangchow","China","32.4"," 119.416667",2,900,60000
"1001","Astrakhan","Atil, Itil","Russian Federation","46.366681","48.083239",1,903,40000
"1002","Esfahan","Isfahan","Iran","32.651389","51.679192",1,903,25000
"1003","Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,904,50000
"1004","Venice","","Italy","45.440847","12.315514",1,906,37500
"1005","Pavia","","Italy","45.18446","9.16145",1,911,22000
"1006","Seville","","Spain","37.388097","-5.982331",1,915,50000
"1007","Kaesong","Songdo","Dem. People's Republic of Korea","37.97083","126.55444",1,927,60000
"1008","Liaoyang","","China","41.266667","123.183333",1,928,40000
"1009","Mecca","","Saudi Arabia","21.42667","39.82611",1,928,30000
"1010","Preslav","","Bulgaria","43.164542","26.817967",1,930,60000
"1011","Astrakhan","Atil, Itil","Russian Federation","46.366681","48.083239",1,932,50000
"1012","Baghdad","Bagdad","Iraq","33.34058","44.40088",1,932,1100000
"1013","Kazan","","Russian Federation","55.790278","49.134722",2,932,10000
"1014","Beijing","Peking","China","39.9075","116.39723",1,936,60000
"1015","Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,944,330000
"1016","Astrakhan","Atil, Itil","Russian Federation","46.366681","48.083239",1,947,42000
"1017","Laon","","France","49.56667","3.61667",1,947,28000
"1018","Aleppo","","Syria","36.216667","37.166667",1,950,42000
"1019","Barcelona","","Spain","41.38879","2.15899",1,950,2000
"1020","Patan","Anhilvada","India","23.8507","72.12963",1,950,80000
"1021","Trier","Treves","Germany","49.75565","6.63935",1,958,20000
"1022","Aleppo","","Syria","36.216667","37.166667",1,962,40000
"1023","Antioch","","Syria/Turkey","36.20655","36.15722",2,965,30000
"1024","Balkh","","Afghanistan","36.75635","66.8972",1,968,30000
"1025","Mansura","Brahmanabad  ","Pakistan","25.590258","68.776944",3,968,65000
"1026","Qazvin","Kazvin","Iran","36.26877","50.0041",1,968,25000
"1027","Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,969,100000
"1028","Plovdiv","Philippopolis","Bulgaria","42.15","24.75",1,970,20000
"1029","Rome","","Italy","41.89474","12.4839",1,970,35000
"1030","Marseille","","France","43.29695","5.38107",1,972,6000
"1031","Dongola","Pachoras, Mukarra","Sudan","19.16667","30.48333",1,975,25000
"1032","Nanjing","Nanking","China","32.05","118.766667",1,975,100000
"1033","Dzibalchaltun","Dzibilchaltún, Dzibilchaltun","Mexico","21.091075","-89.590453",2,978,65000
"1034","Liege"," Liège ","Belgium","50.63373","5.56749",1,978,5000
"1035","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,980,80000
"1036","Ghazni","","Afghanistan","33.55391","68.42096",1,990,60000
"1037","Aleppo","","Syria","36.216667","37.166667",1,991,40000
"1038","Al Ahsa","","Saudi Arabia","25.429444","49.621944",1,1000,100000
"1039","Al-Hasa","Lahsa, Ahsa, El Hasa, Al Ahsa, Hadjar","Saudi Arabia","25.429444","49.621944",2,1000,110000
"1040","Aleppo","","Syria","36.216667","37.166667",1,1000,40000
"1041","Almeria","Almería ","Spain","36.83814","-2.45974",1,1000,35000
"1042","Amalfi","","Italy","40.634003","14.602683",1,1000,35000
"1043","Angers","","France","47.46667","-0.55",1,1000,10000
"1044","Angkor","","Cambodia","13.412417","103.86705",1,1000,200000
"1045","Angkor","near Siem Reap","Cambodia","13.412417","103.86705",1,1000,200000
"1046","Ani","","Turkey","40.501381","43.567128",2,1000,75000
"1047","Ani","","Turkey","40.501381","43.567128",2,1000,100000
"1048","Antioch","","Syria/Turkey","36.20655","36.15722",2,1000,30000
"1049","Badajoz","","Spain","38.87789","-6.97061",1,1000,16000
"1050","Baghdad","Bagdad","Iraq","33.34058","44.40088",1,1000,125000
"1051","Baghdad","Bagdad","Iraq","33.34058","44.40088",1,1000,1500000
"1052","Basra","Basrah","Iraq","30.5","47.816667",2,1000,50000
"1053","Beijing","Peking","China","39.9075","116.39723",1,1000,60000
"1054","Bergamo","","Italy","45.69798","9.66895",1,1000,13000
"1055","Bukhara","Bokhara","Uzbekistan","39.765869","64.422347",1,1000,75000
"1056","Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,1000,135000
"1057","Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,1000,200000
"1058","Cartagena","","Spain","37.625683","-0.996583",1,1000,33000
"1059","Chengdu","","China","30.66667","104.06667",1,1000,40000
"1060","Chengdu","","China","30.66667","104.06667",1,1000,100000
"1061","Cologne","Koln, Coln","Germany","50.937531","6.960278",1,1000,21000
"1062","Cordoba","Cordova, Córdoba","Spain","38.046133","-4.893564",2,1000,450000
"1063","Cordoba","Cordova, Córdoba","Spain","38.046133","-4.893564",2,1000,450000
"1064","Dali","Tali","China","25.606486","100.267638",1,1000,90000
"1065","Dali","Tali","China","25.606486","100.267638",1,1000,100000
"1066","Diyarbakir","Diarbekr","Turkey","37.914411","40.230628",1,1000,40000
"1067","Edessa","Urfa","Turkey","37.15","38.8",1,1000,35000
"1068","El Tajin","Tajin, El Tajín","Mexico","20.4481","97.3782",2,1000,50000
"1069","Elvira","","Spain","36.5025","-4.783611",3,1000,22000
"1070","Esfahan","Isfahan","Iran","32.651389","51.679192",1,1000,100000
"1071","Esfahan","Isfahan","Iran","32.651389","51.679192",1,1000,100000
"1072","Fez","Fes","Morocco","34.033333","-5.01",1,1000,30000
"1073","Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,1000,45000
"1074","Gelibolu","Gallipoli","Turkey","40.333333","26.499992",1,1000,300000
"1075","Geneva","Genève ","Switzerland","46.198392","6.142297",1,1000,1300
"1076","Genova","Genoa","Italy","44.40565","8.946256",1,1000,15000
"1077","Ghazni","","Afghanistan","33.55391","68.42096",1,1000,60000
"1078","Granada","","Spain","37.177336","-3.598558",1,1000,22000
"1079","Guangzhou","Canton","China","23.11667","113.25",1,1000,40000
"1080","Hangzhou","Hangchow","China","30.25","120.166667",2,1000,80000
"1081","Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,1000,300000
"1082","Istanbul","Constantinople","Turkey","41.005275","28.976944",1,1000,600000
"1083","Jerez de la Frontera","Xerez","Spain","36.6936","-6.132431",1,1000,19000
"1084","Jerusalem","","Israel","31.76904","35.21633",1,1000,60000
"1085","Kaesong","Songdo","Dem. People's Republic of Korea","37.97083","126.55444",1,1000,60000
"1086","Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,1000,400000
"1087","Kaifeng","","China","34.7986","114.30742",1,1000,400000
"1088","Kairouan","Qairwan, Qairawan, Zirids, Kairwan","Tunisia"," 35.674444","10.101667",2,1000,80000
"1089","Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,1000,72000
"1090","Kanauji, Kanauj","Kannauj","India","27.05519","79.91808",3,1000,100000
"1091","Kayseri","Caesarea, Mazaca","Turkey","38.73222","35.48528",2,1000,40000
"1092","Khajuraho","","India","24.8478","79.93344",3,1000,40000
"1093","Kherson","Cherson","Ukraine","46.635417","32.616867",1,1000,25000
"1094","Kiev","","Ukraine","50.45466","30.5238",1,1000,45000
"1095","Kufa","","Iraq","32.033333","44.4",2,1000,30000
"1096","Kush","Kus","Egypt","18.53","31.84",3,1000,45000
"1097","Kyoto","","Japan","35.02107","135.75385",1,1000,175000
"1098","Kyoto","","Japan","35.02107","135.75385",1,1000,175000
"1099","Laon","","France","49.56667","3.61667",1,1000,25000
"1100","Liege"," Liège ","Belgium","50.63373","5.56749",1,1000,12000
"1101","Lisbon","","Portugal","38.71667","-9.13333",1,1000,15000
"1102","Luoyang","Honan","China","34.669722","112.442222",2,1000,50000
"1103","Mainz","","Germany","49.98419","8.2791",1,1000,25000
"1104","Mansura","Brahmanabad  ","Pakistan","25.590258","68.776944",3,1000,65000
"1105","Mantova","Mantua","Italy","45.156417","10.791375",1,1000,12000
"1106","Mecca","","Saudi Arabia","21.42667","39.82611",1,1000,35000
"1107","Milan","","Italy","45.465453","9.198786",1,1000,30000
"1108","Murcia","","Spain","37.98704","-1.13004",1,1000,19000
"1109","Nanjing","Nanking","China","32.05","118.766667",1,1000,70000
"1110","Nanning","","China","22.81667","108.31667",1,1000,58000
"1111","Naples","","Italy","40.851775","14.268122",1,1000,30000
"1112","Nishapur","","Iran","36.213333","58.795833",1,1000,125000
"1113","Nishapur","","Iran","36.213333","58.795833",1,1000,130000
"1114","Novgorod","","Russian Federation","58.525569","31.274192",1,1000,18000
"1115","Ohrid","Ochrida","Bulgaria","43.454967","23.380704",3,1000,40000
"1116","Padua","","Italy","45.406436","11.876761",1,1000,10000
"1117","Palermo","","Italy","38.115689","13.361267",1,1000,75000
"1118","Paris","","France","48.856614","2.352222",1,1000,20000
"1119","Patan","Anhilvada","India","23.8507","72.12963",1,1000,100000
"1120","Patan","Anhilwara","India","23.83","72.12",2,1000,100000
"1121","Pavia","","Italy","45.18446","9.16145",1,1000,30000
"1122","Peshawar","Purusapura, Pushkalavati","Pakistan","34.008","71.57849",1,1000,15000
"1123","Pisa","","Italy","43.71553","10.39659",1,1000,9000
"1124","Plovdiv","Philippopolis","Bulgaria","42.15","24.75",1,1000,20000
"1125","Poitiers","","France","46.58333","0.33333",1,1000,15000
"1126","Prague","","Austria","50.08804","14.42076",1,1000,15000
"1127","Preslav","","Bulgaria","43.164542","26.817967",1,1000,20000
"1128","Pyongyang","P'yongyang, Tonggoo","Dem. People's Republic of Korea","39.03385","125.75432",1,1000,50000
"1129","Rajahmundry","","India","17.00517","81.77784",1,1000,30000
"1130","Rayy","Rey, Ray","Iran","35.5833","51.4333",2,1000,100000
"1131","Rayy","Rey, Ray","Iran","35.5833","51.4333",2,1000,100000
"1132","Regensburg","Ratisbon","Germany","49.015","12.09556",1,1000,15000
"1133","Rome","","Italy","41.89474","12.4839",1,1000,35000
"1134","Rouen","","France","49.44313","1.09932",1,1000,20000
"1135","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,1000,75000
"1136","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,1000,200000
"1137","Seville","","Spain","37.388097","-5.982331",1,1000,90000
"1138","Seville","","Spain","37.388097","-5.982331",1,1000,100000
"1139","Shiraz","","Iran","29.61031","52.53114",1,1000,52000
"1140","Siraf","","Iran","27.666667","52.3425",1,1000,50000
"1141","Soba","","Sudan","15.523889","32.680833",3,1000,30000
"1142","Somnath","","India","20.906002","70.384372",1,1000,54000
"1143","St. Louis","Missouri","United States of America","38.626978","-90.199403",1,1000,15000
"1144","Suzhou","Soochow","China","31.3","120.6",1,1000,78000
"1145","Suzhou","Soochow","China","31.3","120.6",1,1000,100000
"1146","Tabriz","","Iran","38.08","46.2919",1,1000,20000
"1147","Thanjavur","Tanjore","India","10.786999","79.137827",2,1000,100000
"1148","Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,1000,40000
"1149","Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,1000,100000
"1150","Tianshui","Tsinchow, Tienshui","China","34.57952","105.74238",1,1000,85000
"1151","Tinnis","Tennis","Egypt","31.2","32.233333",3,1000,83000
"1152","Tinnis","Tennis","Egypt","31.2","32.233333",3,1000,100000
"1153","Toledo","","Spain","39.862831","-4.027322",1,1000,31000
"1154","Tollan","Tula","Mexico","20.064156","-99.340803",2,1000,100000
"1155","Trier","Treves","Germany","49.75565","6.63935",1,1000,20000
"1156","Tsinkiang","Zayton, Chinchiang, Chuanchow","China","24.913889","118.58583",3,1000,40000
"1157","Tunis","","Tunisia","36.818811","10.165961",1,1000,15000
"1158","Venice","","Italy","45.440847","12.315514",1,1000,45000
"1159","Venice","","Italy","45.440847","12.315514",1,1000,100000
"1160","Verona","","Italy","45.43419","10.99779",1,1000,20000
"1161","Yangzhou","Yangchow","China","32.4"," 119.416667",2,1000,50000
"1162","Yinchuan","Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia","China","38.4667","106.2667",3,1000,75000
"1163","Ghazni","","Afghanistan","33.55391","68.42096",1,1001,60000
"1164","Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,1001,72000
"1165","Barcelona","","Spain","41.38879","2.15899",1,1009,9000
"1166","Kiev","","Ukraine","50.45466","30.5238",1,1015,48000
"1167","Liege"," Liège ","Belgium","50.63373","5.56749",1,1015,17000
"1168","Novgorod","","Russian Federation","58.525569","31.274192",1,1016,18000
"1169","Ghazni","","Afghanistan","33.55391","68.42096",1,1018,66000
"1170","Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,1018,60000
"1171","Nishapur","","Iran","36.213333","58.795833",1,1034,120000
"1172","Diyarbakir","Diarbekr","Turkey","37.914411","40.230628",1,1042,40000
"1173","Aleppo","","Syria","36.216667","37.166667",1,1046,35000
"1174","Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,1046,135000
"1175","Cologne","Koln, Coln","Germany","50.937531","6.960278",1,1050,21000
"1176","Dhar","","India","22.59373","75.29774",1,1050,95000
"1177","Dublin","","Ireland","53.33306","-6.24889",1,1050,4500
"1178","Kalaa","","Algeria","35.580556","0.328333",3,1050,80000
"1179","Kiev","","Ukraine","50.45466","30.5238",1,1050,40000
"1180","Mecca","","Saudi Arabia","21.42667","39.82611",1,1050,40000
"1181","Oualata","Walata, Biru","Mauritania","17.3","-7.025",2,1050,30000
"1182","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,1050,40000
"1183","Al-Hasa","Lahsa, Ahsa, El Hasa, Al Ahsa, Hadjar","Saudi Arabia","25.429444","49.621944",2,1051,110000
"1184","Delhi","","India","28.65381","77.22897",1,1052,10000
"1185","Kairouan","Qairwan, Qairawan, Zirids, Kairwan","Tunisia"," 35.674444","10.101667",2,1052,48000
"1186","Caen","","France","49.18585","-0.35912",1,1060,20000
"1187","Palermo","","Italy","38.115689","13.361267",1,1061,90000
"1188","Guangzhou","Canton","China","23.11667","113.25",1,1067,40000
"1189","Binh Dinh","Vijaya","Vietnam","14.166256","108.902683",2,1069,12000
"1190","Fez","Fes","Morocco","34.033333","-5.01",1,1069,30000
"1191","Kanchipuram","Conjeeveram, Kanchi, K?ñci-pura, Conjevaram","India","12.834173","79.70364",1,1070,70000
"1192","Edessa","Urfa","Turkey","37.15","38.8",1,1071,35000
"1193","Valladolid","","Spain","41.65518","-4.72372",1,1074,6000
"1194","Nanning","","China","22.81667","108.31667",1,1076,58000
"1195","Changsha","","China","28.196111","112.972222",1,1077,37000
"1196","Chengdu","","China","30.66667","104.06667",1,1077,37000
"1197","Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,1077,45000
"1198","Guangzhou","Canton","China","23.11667","113.25",1,1077,40000
"1199","Hangzhou","Hangchow","China","30.25","120.166667",2,1077,85000
"1200","Luoyang","Honan","China","34.669722","112.442222",2,1077,40000
"1201","Nanchang","","China","28.68333","115.88333",1,1077,32000
"1202","Ningbo","Yinhsien, Ningpo","China","29.866667","121.55",2,1077,25000
"1203","Shaoxing","Shaohing","China","30","120.583333",1,1077,32000
"1204","Taiyuan","","China","37.87059","112.548879",1,1077,33000
"1205","Tianshui","Tsinchow, Tienshui","China","34.57952","105.74238",1,1077,85000
"1206","Tsinkiang","Zayton, Chinchiang, Chuanchow","China","24.913889","118.58583",3,1077,45000
"1207","Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,1077,45000
"1208","Xiangyang","Siangfan, Siangyang","China","32.017","112.133",3,1077,60000
"1209","Yangzhou","Yangchow","China","32.4"," 119.416667",2,1077,40000
"1210","Suzhou","Soochow","China","31.3","120.6",1,1080,75000
"1211","Poitiers","","France","46.58333","0.33333",1,1083,18000
"1212","Exeter","","United Kingdom","50.7236","-3.52751",1,1086,1438
"1213","Firuzkoh","Ghor","Afghanistan","34.099578","64.905956",2,1086,50000
"1214","Norwich","","United Kingdom","52.62783","1.29834",1,1086,5000
"1215","Oualata","Walata, Biru","Mauritania","17.3","-7.025",2,1087,25000
"1216","Asyut","","Egypt","27.18096","31.18368",1,1090,16000
"1217","Dongola","Pachoras, Mukarra","Sudan","19.16667","30.48333",1,1090,30000
"1218","Fua","Puwa, near Alexandria","Egypt","31.207161","29.960322",3,1090,12000
"1219","Konya","Konia","Turkey","37.87135","32.48464",1,1090,50000
"1220","Montpellier","","France","43.61092","3.87723",1,1090,1000
"1221","Jerusalem","","Israel","31.76904","35.21633",1,1099,70000
"1222","Angkor","","Cambodia","13.412417","103.86705",1,1100,125000
"1223","Antioch","","Syria/Turkey","36.20655","36.15722",2,1100,30000
"1224","Axum","","Ethiopia","14.131781","38.714081",1,1100,125000
"1225","Bagan","Pagan","Myanmar","21.172111","94.8602",1,1100,100000
"1226","Baghdad","Bagdad","Iraq","33.34058","44.40088",1,1100,150000
"1227","Balasaghun","Balasaqun, Gobalik","Kyrgyzstan","42.379739","75.250456",2,1100,45000
"1228","Barcelona","","Spain","41.38879","2.15899",1,1100,12000
"1229","Basra","Basrah","Iraq","30.5","47.816667",2,1100,60000
"1230","Beijing","Peking","China","39.9075","116.39723",1,1100,50000
"1231","Bejaia","Bougie, Béjaïa","Algeria","36.75","5.066667",2,1100,50000
"1232","Bost","Bust, Lashkar Gah","Afghanistan","31.583056","64.369167",2,1100,40000
"1233","Bourges","","France","47.08333","2.4",1,1100,10000
"1234","Brescia","","Italy","45.52478","10.22727",1,1100,18000
"1235","Bukhara","Bokhara","Uzbekistan","39.765869","64.422347",1,1100,70000
"1236","Cahokia","Missouri","United States of America","38.57088","-90.19011",1,1100,40000
"1237","Cairo","Fostat, Fustat","Egypt","30.06263","31.24967",1,1100,150000
"1238","Changzhou","Changchow, Jiangsu province","China","31.77358","119.95401",1,1100,90000
"1239","Cholula","","Mexico","19.06333","-98.306389",1,1100,60000
"1240","Cordoba","Cordova, Córdoba","Spain","38.046133","-4.893564",2,1100,60000
"1241","Dali","Tali","China","25.606486","100.267638",1,1100,100000
"1242","Dhar","","India","22.59373","75.29774",1,1100,80000
"1243","Diyarbakir","Diarbekr","Turkey","37.914411","40.230628",1,1100,42000
"1244","Edessa","Urfa","Turkey","37.15","38.8",1,1100,41000
"1245","Fez","Fes","Morocco","34.033333","-5.01",1,1100,125000
"1246","Fuzhou","Fuchow, Hokchiu, Fujian province","China","26.076111","119.306389",1,1100,45000
"1247","Gent","Ghent","Belgium","51.053469","3.730378",1,1100,12000
"1248","Ghazni","","Afghanistan","33.55391","68.42096",1,1100,30000
"1249","Granada","","Spain","37.177336","-3.598558",1,1100,60000
"1250","Guangzhou","Canton","China","23.11667","113.25",1,1100,55000
"1251","Hangzhou","Hangchow","China","30.25","120.166667",2,1100,90000
"1252","Hiraizumi","Iwate","Japan","38.986661","141.113822",2,1100,50000
"1253","Istanbul","Constantinople, Byzantium","Turkey","41.005275","28.976944",1,1100,200000
"1254","Kaesong","Songdo","Dem. People's Republic of Korea","37.97083","126.55444",1,1100,60000
"1255","Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,1100,442000
"1256","Kalyan","","India","19.2437","73.13554",1,1100,150000
"1257","Kanauji","Kannauj, Kanauj","India","27.05519","79.91808",3,1100,80000
"1258","Kanchipuram","Conjeeveram, Kanchi, K?ñci-pura, Conjevaram","India","12.834173","79.70364",1,1100,70000
"1259","Kerman","","Iran","30.28321","57.07879",1,1100,100000
"1260","Kiev","","Ukraine","50.45466","30.5238",1,1100,50000
"1261","Kolar","","India","13.13671","78.12917",1,1100,50000
"1262","Kunming","Yunnanfu","China","25.03889","102.71833",1,1100,40000
"1263","Kush","Kus","Egypt","18.53","31.84",3,1100,50000
"1264","Lahore","","Pakistan","31.54972","74.34361",1,1100,50000
"1265","Liaoyang","","China","41.266667","123.183333",1,1100,40000
"1266","Malaga","","Spain","36.721261","-4.421267",1,1100,11000
"1267","Mansura","Brahmanabad  ","Pakistan","25.590258","68.776944",3,1100,50000
"1268","Marrakech","Marrakesh","Morocco","31.63416","-7.99994",1,1100,150000
"1269","Mecca","","Saudi Arabia","21.42667","39.82611",1,1100,40000
"1270","Meknes","Takrart, Mequinez, Miknas, Meknès ","Morocco","33.89352","-5.54727",1,1100,40000
"1271","Merv","Merw","Turkmenistan","37.6628","62.1925",1,1100,100000
"1272","Metz","","France","49.11911","6.17269",1,1100,21000
"1273","Milan","","Italy","45.465453","9.198786",1,1100,42000
"1274","Nanjing","Nanking","China","32.05","118.766667",1,1100,67000
"1275","Nishapur","","Iran","36.213333","58.795833",1,1100,100000
"1276","Palermo","","Italy","38.115689","13.361267",1,1100,90000
"1277","Palma","","Spain","39.56939","2.65024",1,1100,27000
"1278","Patan","Anhilvada","India","23.8507","72.12963",1,1100,100000
"1279","Pisa","","Italy","43.71553","10.39659",1,1100,20000
"1280","Poitiers","","France","46.58333","0.33333",1,1100,20000
"1281","Polonnaruwa","","Sri Lanka","7.93965","81.00274",1,1100,40000
"1282","Pskov","","Russian Federation","57.8136","28.3496",1,1100,9000
"1283","Rayy","Rey, Ray","Iran","35.5833","51.4333",2,1100,85000
"1284","Rouen","","France","49.44313","1.09932",1,1100,20000
"1285","Salerno","","Italy","40.67797","14.76599",1,1100,50000
"1286","Samarkand","Sumarqand","Uzbekistan","39.6576","66.947561",1,1100,40000
"1287","Sivas","","Turkey","39.74833","37.01611",1,1100,45000
"1288","Suzhou","Soochow","China","31.3","120.6",1,1100,88000
"1289","Tbilisi","Tiflis","Georgia","41.709975","44.792989",1,1100,0
"1290","Thessaloniki","Salonica, Thessalonica","Greece","40.63935","22.944606",1,1100,50000
"1291","Tianshui","Tsinchow, Tienshui","China","34.57952","105.74238",1,1100,85000
"1292","Tinnis","Tennis","Egypt","31.2","32.233333",3,1100,110000
"1293","Toulouse","","France","43.60426","1.44367",1,1100,11000
"1294","Tsinkiang","Zayton, Chinchiang, Chuanchow","China","24.913889","118.58583",3,1100,45000
"1295","Utrecht","","Netherlands","52.09083","5.12222",1,1100,3000
"1296","Valencia","","Spain","39.469908","-0.376289",1,1100,13000
"1297","Valladolid","","Spain","41.65518","-4.72372",1,1100,9000
"1298","Venice","","Italy","45.440847","12.315514",1,1100,55000
"1299","Xian","Sian, Changan, Xi'an","China","34.341485","108.940404",1,1100,45000
"1300","Xiangyang","Siangfan, Siangyang","China","32.017","112.133",3,1100,55000
"1301","Yangzhou","Yangchow","China","32.4"," 119.416667",2,1100,48000
"1302","Yinchuan","Chunghsing, Yuwei, Erikhaya, Khotun, Ninghsia","China","38.4667","106.2667",3,1100,80000
"1303","Copenhagen","","Denmark","55.67594","12.56553",1,1101,12000
"1304","Salerno","","Italy","40.67797","14.76599",1,1101,50000
"1305","Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,1102,442000
"1306","Nanjing","Nanking","China","32.05","118.766667",1,1102,67000
"1307","Suzhou","Soochow","China","31.3","120.6",1,1102,89000
"1308","Yangzhou","Yangchow","China","32.4"," 119.416667",2,1102,50000
"1309","Cordoba","Cordova, Córdoba","Spain","38.046133","-4.893564",2,1103,60000
"1310","Granada","","Spain","37.177336","-3.598558",1,1103,60000
"1311","Diyarbakir","Diarbekr","Turkey","37.914411","40.230628",1,1104,42000
"1312","Yangzhou","Yangchow","China","32.4"," 119.416667",2,1106,50000
"1313","Liaoyang","","China","41.266667","123.183333",1,1116,40000
"1314","Kanchipuram","Conjeeveram, Kanchi, K?ñci-pura, Conjevaram","India","12.834173","79.70364",1,1118,70000
"1315","Patan","Anhilvada","India","23.8507","72.12963",1,1118,135000
"1316","Zaragoza","","Spain","41.648792","-0.889581",1,1118,20000
"1317","Bejaia","Bougie, Béjaïa","Algeria","36.75","5.066667",2,1121,60000
"1318","Basra","Basrah","Iraq","30.5","47.816667",2,1123,60000
"1319","Beijing","Peking","China","39.9075","116.39723",1,1123,48000
"1320","Haining","Hweining, Zhejiang Province","China","30.533333","120.683333",2,1124,30000
"1321","Speyer","Spires","Germany","49.320478","8.436217",2,1125,30000
"1322","Kaifeng","Bienliang, Pienliang","China","34.7986","114.30742",1,1126,420000
"1323","Chandragiri","","India","13.5833","79.3167",2,1128,9000
"1324","Kunming","Yunnanfu","China","25.03889","102.71833",1,1128,40000
"1325","Nanjing","Nanking","China","32.05","118.766667",1,1130,160000
"1326","Merv","Merw","Turkmenistan","37.6628","62.1925",1,1141,180000
"1327","Kalyan","","India","19.2437","73.13554",1,1143,125000
"1328","Edessa","Urfa","Turkey","37.15","38.8",1,1144,47000
"1329","Lille","","France","50.628442","3.054975",1,1144,8000
"1330","Lisbon","","Portugal","38.71667","-9.13333",1,1147,15000
"1331","Bost","Bust, Lashkar Gah","Afghanistan","31.583056","64.369167",2,1149,40000
"1332","Alexandria","","Egypt","31.200092","29.918739",1,1150,40000
"1333","Angkor","","Cambodia","13.412417","103.86705",1,1150,140000
"1334","Antioch","","Syria/Turkey","36.20655","36.15722",2,1150,40000
